position,latitude,longitude,timestamp,node_label
"Freiburg, Tullastrasse",48.025429,7.847819,2017-01-17 08:00:00,human well-being
"Freiburg, Bertholdsbrunnen",47.9948,7.8498,2017-01-16 12:00:00,human well-being
"Freiburg, Hbf",47.997634,7.842131,2017-01-13 17:00:00,temperature level
"Freiburg, Barbarastraße 8",48.003732,7.839775,2017-01-13 08:00:00,temperature level
"Freiburg, Sundgauallee 46",48.0084,7.8167,2017-01-15 12:00:00,human well-being
"Freiburg, Bertholdsbrunnen",47.9948,7.8498,2017-01-13 17:00:00,human well-being
"Freiburg, Sundgauallee 28",48.007392,7.81941,2017-01-15 17:00:00,human well-being
"Freiburg, Eschholzstraße",47.993785,7.832656,2017-01-15 17:00:00,human well-being
"Freiburg, Am Bischofskreuz",48.006922,7.818258,2017-01-14 12:00:00,human well-being
"Freiburg, Universitätsbibliothek",47.994239,7.84543,2017-01-16 17:00:00,temperature level
"Freiburg, Engelbergerstrasse 41",47.997213,7.833161,2017-01-17 08:00:00,cloud cover
"Freiburg, Rathaus",47.996084,7.849214,2017-01-16 17:00:00,human well-being
"Freiburg, Sundgauallee 28",48.007392,7.81941,2017-01-13 08:00:00,human well-being
"Freiburg, Eschholzstraße",47.993785,7.832656,2017-01-16 08:00:00,human well-being
